@relation 123

@attribute TEMPINC numeric
@attribute DEWPOINTTEMPINC numeric
@attribute RELHUMINPERCENT numeric
@attribute WINDDIRIN10SDEG numeric
@attribute WINDSPDINKMH numeric
@attribute VISIBILITYINKM numeric
@attribute STNPRESSINKPA numeric
@attribute WINDCHILL numeric
@attribute Class {1,2,3}
@data
-3.2,-7.1,74,17,7,24.1,100.14,-6,1
-0.1,-9.3,50,7,28,24.1,98.63,-6,1
-1.7,-9.6,55,7,28,24.1,98.65,-8,1
-3.2,-10.4,57,8,28,24.1,98.67,-10,1
-4.7,-10.9,62,6,19,24.1,98.71,-11,1
-6,-11.7,64,8,19,24.1,98.77,-13,1
-6.8,-11.7,68,7,19,24.1,98.8,-14,1
-7.6,-12.1,70,7,28,24.1,98.77,-16,1
-8,-12.2,72,7,28,24.1,98.8,-17,1
-6.7,-11.4,69,7,19,24.1,98.87,-14,1
-4.1,-10.5,61,9,19,24.1,98.95,-10,1
-2,-9.6,56,7,28,24.1,98.89,-9,1
-2.8,-9.3,61,6,28,24.1,98.91,-10,1
-3.6,-9.3,65,7,28,24.1,98.88,-11,1
-4.3,-9.2,69,7,19,24.1,98.86,-10,1
-4.8,-9.5,70,8,28,24.1,98.82,-12,1
-5.4,-9.6,72,7,19,24.1,98.76,-12,1
-1.4,-7.4,64,9,9,24.1,100.83,-5,1
-2.1,-4.9,81,27,13,24.1,100.98,-7,1
-3.7,-6.9,78,25,13,24.1,101.42,-9,1
-2.1,-4.9,81,25,24,24.1,101.59,-8,1
-1.9,-4.7,81,27,32,24.1,101.62,-9,1
-1,-3.8,81,29,28,24.1,101.76,-8,1
-0.4,-4.9,72,28,35,24.1,101.79,-7,1
-0.5,-2.1,89,22,19,24.1,101.76,-6,1
-0.3,-2.1,88,23,19,24.1,101.69,-5,1
-0.4,-2.5,86,22,13,24.1,101.62,-5,1
-1.9,-3.8,87,19,7,24.1,102.13,-5,1
-2.5,-4.2,88,21,7,24.1,102.13,-5,1
-0.2,-0.4,99,12,6,0.8,96.55,-2,2
-1.4,-3.8,84,15,6,24.1,96.62,-4,1
-2.8,-3.9,92,2,6,24.1,102.01,-5,1
-1.6,-3.3,88,32,19,24.1,102.02,-7,1
-2.3,-4.5,85,5,11,24.1,101.46,-6,1
-2.5,-4.8,84,5,11,24.1,101.45,-7,1
-1.9,-4.2,84,6,11,24.1,101.42,-6,1
-0.6,-3.3,82,30,28,24.1,101.05,-7,1
-1.1,-4,81,29,13,24.1,101.13,-5,1
-2.1,-4.3,85,30,9,24.1,101.13,-6,1
-2.4,-4.1,88,29,13,24.1,101.15,-7,1
-2.9,-4.7,87,27,13,24.1,101.16,-8,1
-3.3,-4.9,89,27,15,24.1,101.15,-8,1
-3.8,-5.5,88,29,9,24.1,101.14,-8,1
-4,-6,86,27,13,24.1,101.14,-9,1
-4,-6,86,27,6,24.1,101.14,-7,1
-3.5,-5.4,87,26,15,24.1,101.16,-9,1
-4.3,-5.7,90,24,9,24.1,101.19,-8,1
-4,-6.6,82,28,24,24.1,101.2,-11,1
-0.4,-3.4,80,6,13,24.1,101.27,-5,1
-2.3,-4,88,2,17,24.1,101.36,-8,1
-3.4,-5,89,3,7,24.1,101.43,-6,1
-2.3,-3.7,90,36,6,24.1,102.57,-5,1
-2.5,-3.9,90,35,7,24.1,102.56,-5,1
-3,-3.9,93,33,6,24.1,102.56,-5,1
-2.4,-3.8,90,19,6,24.1,102.38,-5,1
-3,-3.7,95,19,4,24.1,102.05,-5,1
-0.9,-1.8,94,19,6,24.1,102.12,-3,1
0,-2.9,81,34,19,24.1,101.59,-5,1
0,-3.4,78,31,28,24.1,101.55,-6,1
-0.8,-3.3,83,33,19,24.1,101.57,-6,1
-0.7,-2.4,88,32,22,24.1,101.59,-6,1
-2.3,-6.4,73,7,11,24.1,98.55,-6,1
-3.1,-7.3,73,8,17,24.1,98.58,-9,1
-4.1,-7.9,75,9,19,24.1,98.62,-10,1
-5.4,-8.7,78,8,13,24.1,98.67,-11,1
-6,-9.1,79,8,13,24.1,98.7,-11,1
-5.6,-9.5,74,6,15,24.1,98.7,-11,1
-4.3,-9.1,69,5,15,24.1,98.69,-10,1
-2.3,-8.2,64,5,15,24.1,98.72,-7,1
-1.2,-8.3,58,6,13,24.1,98.73,-5,1
-0.7,-6.3,66,9,22,24.1,98.78,-6,1
-1.7,-6.4,70,8,19,24.1,98.8,-7,1
-2.3,-6.5,73,8,19,24.1,98.8,-8,1
-2.8,-6.5,76,9,22,24.1,98.81,-9,1
-3.4,-7.1,76,9,20,24.1,98.81,-10,1
-4.2,-7.6,77,8,20,24.1,98.81,-11,1
-4.8,-7.7,80,8,20,24.1,98.81,-11,1
-0.2,-0.9,95,28,4,1.6,99.27,-1,2
-0.5,-1.3,94,8,4,24.1,99.5,-2,1
-0.9,-1.8,94,8,7,24.1,99.47,-3,1
-7.9,-9.3,90,9,28,8,97.45,-17,2
-1,-1.6,96,2,6,0,101.22,-3,2
0,-0.5,96,33,13,0.2,101.42,-4,2
0,-1.5,90,15,22,0.8,97.81,-6,2
-4.4,-6.2,87,5,7,24.1,101.48,-8,1
-4.4,-6.5,85,7,7,24.1,101.5,-8,1
-5.4,-7,88,9,6,24.1,101.5,-8,1
-5.8,-7.8,86,15,7,24.1,101.5,-9,1
-7.6,-8.9,90,19,7,24.1,101.51,-11,1
-8.1,-9.5,90,21,7,24.1,101.5,-12,1
-8.4,-9.4,92,19,7,24.1,101.51,-12,1
-7.4,-8.7,90,20,7,24.1,101.54,-11,1
-5.6,-6.9,91,21,9,24.1,101.55,-10,1
-3.5,-5.7,85,22,9,24.1,101.52,-7,1
-2.8,-6.8,74,20,9,24.1,101.51,-6,1
-1.8,-5.5,76,19,9,24.1,101.49,-5,1
-0.5,-4.1,77,1,7,24.1,101.45,-3,1
-0.1,-2.4,84,5,19,24.1,101.38,-5,1
0,-2.3,84,6,15,24.1,101.37,-4,1
0,-1,93,10,17,24.1,101.15,-5,1
-1.4,-3.2,88,12,19,24.1,101.06,-7,1
-1.6,-3.7,86,15,9,24.1,101,-5,1
-2.6,-4,90,16,13,24.1,100.89,-7,1
-3.3,-4.6,91,18,6,24.1,100.77,-6,1
-3.8,-5.2,90,19,7,24.1,100.68,-7,1
-3.9,-7.9,74,24,19,24.1,99.87,-10,1
-4.7,-7.8,79,22,13,24.1,99.78,-10,1
-6.2,-8.7,82,20,9,24.1,99.72,-10,1
-5.3,-8.3,79,23,15,24.1,99.68,-11,1
0,-3.4,78,35,11,24.1,102.43,-4,1
-1.2,-5.3,74,9,9,24.1,102.64,-4,1
-2.6,-5.9,78,17,6,24.1,102.7,-5,1
-5,-6.2,91,21,7,24.1,102.65,-8,1
-5,-6.2,91,23,6,24.1,102.65,-8,1
-4.5,-5.1,96,22,13,24.1,102.66,-10,1
-3.2,-6,81,21,13,24.1,102.69,-8,1
-1.8,-4,85,21,9,24.1,102.73,-5,1
-0.2,-0.2,100,4,6,4.8,101.99,-2,2
0,-2,86,35,20,24.1,101.94,-5,1
-0.5,-2.7,85,33,15,24.1,102.01,-5,1
-0.8,-3,85,33,11,24.1,102.04,-5,1
-1.5,-3.6,86,32,9,24.1,102.07,-5,1
-1.6,-4.3,82,30,9,24.1,102.11,-5,1
-1.6,-4.3,82,29,9,24.1,102.13,-5,1
-2,-3.6,89,31,6,24.1,102.13,-4,1
-2.5,-4.2,88,28,11,24.1,102.18,-7,1
-3,-4.2,91,22,9,24.1,102.22,-7,1
-1.5,-3,89,22,13,24.1,102.25,-6,1
-0.7,-2.9,85,21,9,24.1,102.28,-4,1
-1.5,-2.5,93,19,7,24.1,101.67,-4,1
-0.7,-2.8,86,34,13,24.1,98.99,-5,1
-10.3,-12.7,83,5,30,24.1,102.06,-20,1
-8.2,-11.1,80,5,23,24.1,102.11,-16,1
-9.6,-10.3,95,6,4,9.7,102.11,-12,2
-8.3,-9,95,4,6,0.4,102.11,-12,2
-7.5,-8.2,95,12,4,0.4,102.09,-10,2
-6.5,-7.2,95,9,9,4.8,102.06,-11,2
-5.9,-6.6,95,14,5,4,102.03,-8,2
-0.4,-3.1,82,22,11,24.1,103.92,-4,1
-1.2,-4.1,81,7,7,24.1,102.73,-4,1
-3.2,-5.4,85,15,7,24.1,102.65,-6,1
-3.5,-5.4,87,14,7,24.1,102.57,-6,1
-3.5,-5.4,87,18,7,24.1,102.52,-6,1
-3.5,-5.4,87,15,7,24.1,102.47,-6,1
-3.5,-5.7,85,18,7,24.1,102.44,-6,1
-2.6,-6.5,75,29,13,24.1,102.34,-7,1
-1.5,-6,71,29,7,24.1,102.39,-4,1
-0.5,-6.3,65,32,7,24.1,102.46,-3,1
-0.5,-0.8,98,10,7,3.2,96.48,-3,2
-0.4,-0.7,98,12,9,2.4,96.58,-4,2
0,-0.5,96,12,7,3.2,96.61,-2,2
-2.9,-3.5,96,9,6,24.1,99.91,-5,1
-2.8,-3.6,94,9,6,24.1,99.94,-5,1
-0.7,-1,98,15,11,0.4,99.88,-4,2
-0.9,-0.9,100,14,11,0.4,99.88,-5,2
-2.4,-2.4,100,10,6,24.1,99.25,-5,1
-1,-1.1,99,11,6,24.1,99.31,-3,1
-1.5,-2.5,93,19,9,24.1,102.7,-5,1
-1.6,-2.6,93,20,11,24.1,102.7,-5,1
-1.4,-2.6,92,20,13,24.1,102.7,-6,1
-1.4,-2.6,92,17,13,24.1,102.7,-6,1
-0.4,-4.6,73,12,6,24.1,102.33,-2,1
-1.9,-6.6,70,17,6,24.1,102.2,-4,1
-2.2,-7.7,66,16,6,24.1,102.16,-5,1
-2.7,-6,78,16,4,24.1,102.16,-4,1
-2.5,-4.8,84,14,6,24.1,102.1,-5,1
-2.6,-4.6,86,19,13,24.1,102.06,-7,1
-2,-4.8,81,20,9,24.1,102.03,-5,1
-2.2,-4.7,83,18,6,24.1,102.03,-5,1
-4.9,-8.8,74,26,26,24.1,102.1,-12,1
-5.1,-8.7,76,25,24,24.1,102.1,-12,1
-4.6,-7.4,81,23,22,24.1,102.1,-11,1
-5,-5.9,93,27,13,24.1,101.79,-10,1
-5,-7.9,80,27,19,24.1,101.76,-11,1
-4.6,-7.7,79,26,22,24.1,101.76,-11,1
-4.5,-6.9,83,27,19,24.1,101.79,-11,1
-0.7,-5.3,71,10,6,24.1,99.61,-3,1
0,-5.8,65,8,9,24.1,99.59,-3,1
-5.5,-10.1,70,12,7,24.1,100.48,-9,1
-6.1,-11.3,67,12,9,24.1,100.51,-10,1
-6.7,-11.5,69,11,9,24.1,100.55,-11,1
-0.4,-8.9,53,11,6,24.1,99.99,-2,1
0,-9.9,47,10,7,24.1,99.95,-2,1
-0.4,-9.6,50,10,9,24.1,99.91,-4,1
-0.9,-9.7,51,10,9,24.1,99.85,-4,1
0,-4.1,74,7,19,24.1,99.02,-5,1
-0.8,-3.4,83,10,4,24.1,96.76,-2,1
-2.6,-9.4,59,6,13,24.1,99.29,-7,1
-0.1,-9.4,49,7,20,24.1,99.34,-5,1
-4.4,-9.9,65,36,4,24.1,99.37,-6,1
-2.3,-9.2,59,34,9,24.1,99.36,-6,1
-0.1,-9.2,50,34,11,24.1,99.32,-4,1
-0.7,-6,67,29,19,24.1,99.36,-6,1
-1.9,-2.1,99,20,9,24.1,102.58,-5,1
-0.2,-1.2,93,34,9,24.1,102.46,-3,1
-3.6,-4.1,96,18,6,24.1,102.36,-6,1
-3.7,-4.2,96,18,6,24.1,102.35,-6,1
-4.3,-4.9,96,20,7,24.1,102.33,-7,1
-4.6,-5.2,96,21,9,24.1,102.34,-8,1
-4.2,-4.7,96,21,6,24.1,102.35,-7,1
-2.5,-3.6,92,19,6,24.1,102.36,-5,1
0,-2.6,83,22,13,24.1,102.35,-4,1
-2,-3.6,89,21,7,24.1,102.08,-5,1
-1.2,-4.4,79,24,6,24.1,102,-3,1
-1.5,-1.7,99,7,4,9.7,101.85,-3,2
-0.8,-5.4,71,3,15,24.1,102.79,-5,1
-2.1,-5.2,79,5,11,24.1,102.79,-6,1
-5.8,-6.5,95,18,6,24.1,102.66,-9,1
-5.8,-6.5,95,18,6,24.1,102.64,-9,1
-2.5,-3.4,94,21,7,24.1,102.64,-5,1
-0.2,-2.8,83,20,6,24.1,102.64,-2,1
-0.1,-2.2,86,20,13,24.1,101.97,-4,1
-5.4,-8.3,80,27,23,24.1,101.85,-13,1
-2.8,-8.7,64,29,20,24.1,101.85,-9,1
-2.3,-2.7,97,10,9,4,101.45,-6,2
-2.1,-2.5,97,8,13,2,101.46,-7,2
-1.9,-2.3,97,10,12,1.2,101.48,-6,2
-1.5,-2.3,94,11,12,2,101.49,-6,2
-1.1,-2.1,93,11,16,1.2,101.47,-6,2
-0.5,-1.8,91,11,17,3.2,101.46,-5,2
-0.8,-1.8,93,12,16,4,101.5,-6,2
-0.5,-1.6,92,9,14,3.2,101.5,-5,2
-1.1,-1.8,95,11,9,3.2,101.32,-4,2
-1.1,-1.7,96,8,9,3.2,101.29,-4,2
-1.7,-1.7,100,5,11,3.2,98.29,-6,2
0,-1,93,19,6,24.1,102.03,-2,1
-1.4,-3.8,84,28,37,24.1,101.08,-9,1
-1.5,-3.6,86,27,35,24.1,101.08,-9,1
-4,-5.7,88,17,13,24.1,101.62,-9,1
-3.9,-5,92,19,11,24.1,101.59,-8,1
-4.6,-5.8,91,18,13,24.1,101.59,-10,1
-1.4,-4.6,79,12,6,24.1,101.32,-4,1
-2,-4.5,83,12,4,24.1,101.35,-3,1
-2.9,-4.7,87,14,6,24.1,101.39,-5,1
-3.2,-5.4,85,17,9,24.1,101.39,-7,1
-3.6,-6.5,80,15,7,24.1,101.39,-7,1
-5.6,-8.3,81,15,6,24.1,101.39,-8,1
-4.5,-7.3,81,17,7,24.1,101.39,-8,1
-4.8,-7.3,83,19,7,24.1,101.45,-8,1
-5.3,-7.9,82,17,7,24.1,101.45,-9,1
-5.4,-8,82,17,7,24.1,101.49,-9,1
-4.6,-6.7,85,17,9,24.1,101.55,-8,1
-6,-8.4,83,13,7,24.1,101.62,-9,1
-5.9,-7.3,90,16,7,24.1,101.66,-9,1
-6,-7.7,88,14,9,24.1,101.69,-10,1
-3.8,-6.1,84,20,17,24.1,101.76,-10,1
-2,-4.5,83,14,7,24.1,101.79,-5,1
-0.2,-1.5,91,19,11,24.1,102.27,-4,1
0,-1,93,19,13,24.1,102.33,-4,1
-0.4,-0.5,99,5,6,4,101.76,-2,2
-0.4,-0.5,99,2,7,2.4,101.83,-3,2
-0.4,-0.5,99,1,9,1.6,101.83,-4,2
-0.3,-0.3,100,1,13,1.2,101.89,-4,2
-0.3,-4.4,74,22,22,24.1,101.42,-6,1
-0.4,-2,89,16,6,24.1,102.27,-2,1
-1,-1.9,94,19,7,24.1,102.23,-4,1
-2.2,-3.3,92,16,6,24.1,102.23,-5,1
-2.5,-3.4,94,19,4,24.1,102.2,-4,1
-2,-2.8,94,18,7,24.1,102.2,-5,1
-2.3,-3.1,94,19,6,24.1,102.23,-5,1
-0.8,-1.9,92,17,6,24.1,102.23,-3,1
-0.2,-1.5,91,33,7,24.1,98.48,-3,1
-0.6,-1.8,92,33,7,24.1,98.48,-3,1
-0.1,-1.9,88,23,6,24.1,101.92,-2,1
-0.8,-4.8,74,16,6,24.1,101.49,-3,1
-2.3,-10.4,54,7,19,24.1,100.18,-8,1
-3.2,-10.4,57,6,20,24.1,100.23,-9,1
-4.3,-10.5,62,7,17,24.1,100.26,-10,1
-4.9,-10.4,65,7,19,24.1,100.29,-11,1
-5.7,-11.6,63,6,19,24.1,100.33,-12,1
-6.2,-12.3,62,7,17,24.1,100.36,-12,1
-6.5,-12.6,62,6,17,24.1,100.38,-13,1
-0.1,-13.1,37,6,11,24.1,100.43,-4,1
-2,-12.5,44,10,15,24.1,100.37,-7,1
-3.1,-14.3,42,8,19,24.1,100.38,-9,1
-4.3,-13.7,48,10,19,24.1,100.39,-10,1
-5.1,-12.6,56,8,13,24.1,100.39,-10,1
-5.8,-11.7,63,9,9,24.1,100.4,-10,1
-6.5,-11.8,66,9,11,24.1,100.43,-11,1
-6.5,-11.3,69,9,9,24.1,100.44,-11,1
-0.4,-7.7,58,8,13,24.1,99.08,-5,1
-1,-7.3,62,8,9,24.1,99.08,-4,1
-2.1,-4.6,83,6,11,24.1,99.23,-6,1
-1.6,-4.4,81,8,7,24.1,99.23,-4,1
-0.4,-0.5,99,32,15,8,100.89,-5,2
0,0,100,1,9,4,100.82,-3,2
0,-0.5,96,36,7,3.2,100.81,-2,2
0,-0.7,95,1,6,4,100.8,-2,2
-1,-3.8,81,4,7,24.1,101.59,-4,1
-4.3,-6.1,87,32,24,24.1,101.06,-11,1
-5,-6.6,89,33,24,24.1,101,-12,1
-5.4,-7.7,84,33,28,24.1,100.96,-13,1
-0.7,-2.2,90,6,2,24.1,98.31,-1,1
-0.9,-3,86,6,7,24.1,98.34,-3,1
-1.3,-2.6,91,8,4,24.1,98.34,-3,1
-1.5,-2.5,93,8,4,24.1,98.38,-3,1
-1.5,-2.4,94,7,6,24.1,98.38,-4,1
-1.7,-2.4,95,7,4,24.1,98.41,-3,1
-1.8,-2.6,94,7,4,24.1,98.44,-3,1
-1.9,-2.9,93,7,6,24.1,98.44,-4,1
-1.9,-3,92,8,4,24.1,98.48,-3,1
-1.8,-2.8,93,7,6,24.1,98.51,-4,1
-1.9,-2.7,94,9,7,24.1,98.51,-5,1
-1,-2,93,8,2,24.1,98.54,-2,1
-0.1,-1.4,91,30,13,24.1,98.51,-4,1
-0.3,-1.6,91,31,11,24.1,98.61,-4,1
-1.1,-2.4,91,31,7,24.1,98.67,-4,1
-2.3,-3.4,92,34,11,1.6,98.87,-6,2
-2,-3,93,34,17,1.6,98.97,-7,2
-1.5,-2.4,94,2,17,1.6,99.14,-7,2
-1.2,-2,94,3,7,1.6,99.17,-4,2
-0.7,-1.4,95,4,13,1.6,99.21,-5,2
-0.9,-1.8,94,7,4,0.6,99.17,-2,2
-1.2,-2,94,9,13,1.6,99.21,-5,2
-0.9,-1.6,95,10,9,1,99.24,-4,2
-0.6,-1.2,96,7,9,3.2,99.24,-4,2
-0.3,-0.9,96,8,4,3.2,99.31,-2,2
-1.8,-2,99,12,9,6.4,96.55,-5,2
-1.2,-1.7,96,11,7,4.8,96.58,-4,2
-1.2,-1.2,100,13,6,0.4,96.58,-3,2
-0.7,-10.5,47,6,9,24.1,99.97,-4,1
-0.3,-0.7,97,33,4,3.2,99.76,-2,2
0,0,100,31,11,1.6,99.98,-4,2
-5.9,-8.3,83,18,13,24.1,101.51,-11,1
-6.6,-8.8,84,19,11,24.1,101.49,-12,1
-7.3,-9.6,84,20,11,24.1,101.46,-12,1
-7.2,-9.1,86,21,15,24.1,101.45,-13,1
-8.5,-10.7,84,21,15,24.1,101.43,-15,1
-7.4,-9.7,84,19,13,24.1,101.36,-13,1
-6.1,-8.9,81,21,13,24.1,101.4,-11,1
-4,-8,74,20,13,24.1,101.44,-9,1
0,-2,86,34,17,24.1,101.72,-5,1
0,-2.9,81,34,6,24.1,101.75,-2,1
-0.6,-3.3,82,17,6,24.1,101.75,-3,1
-1.9,-5.3,78,24,9,24.1,101.87,-5,1
-1.9,-5.3,78,27,15,24.1,101.9,-7,1
-2.1,-2.9,94,28,11,24.1,101.94,-6,1
-2.3,-3.4,92,27,15,24.1,101.96,-7,1
-2.1,-3.2,92,18,6,24.1,101.97,-4,1
-4.1,-5.2,92,21,9,24.1,101.98,-8,1
-4.1,-5.2,92,17,11,24.1,101.99,-9,1
-2,-2.3,98,34,6,1.6,101.64,-4,2
-2.1,-3.2,92,18,13,24.1,101.88,-7,1
-2.8,-4,91,19,11,24.1,101.84,-7,1
-2.4,-3.3,94,19,13,24.1,101.8,-7,1
-2.8,-3.7,94,19,6,24.1,101.78,-5,1
-7.7,-13,66,6,15,24.1,98.04,-14,1
-8.5,-13.6,67,6,15,24.1,98.11,-15,1
-9,-14,67,6,15,24.1,98.14,-16,1
-9.6,-14.3,69,5,11,24.1,98.21,-15,1
-0.8,-2.7,87,35,19,24.1,102.02,-6,1
-1,-3,86,36,13,24.1,102.05,-5,1
-1.3,-3.4,86,35,22,24.1,102.1,-7,1
-2,-3.9,87,35,22,24.1,102.1,-8,1
-1.8,-3.7,87,33,9,24.1,102.15,-5,1
-2.3,-4.3,86,3,7,24.1,102.19,-5,1
-1.4,-4.6,79,2,7,24.1,102.27,-4,1
-0.3,-3,82,1,15,24.1,102.28,-5,1
0,-2.9,81,1,13,24.1,102.38,-4,1
0,0,100,2,17,3.2,102.39,-5,2
-1,-1.7,95,22,19,9.7,99.31,-6,2
-20.8,-23.1,82,28,15,24.1,100.56,-30,3
-1.6,-5.8,73,24,6,24.1,101.54,-4,1
-0.5,-3.2,82,19,7,24.1,101.21,-3,1
-0.5,-4.7,73,21,24,24.1,99.04,-6,1
-5,-8.9,74,21,28,24.1,99.07,-13,1
-6.9,-13.2,61,21,32,24.1,99.14,-16,1
-7.8,-12.7,68,21,28,24.1,99.19,-16,1
-7.5,-12.3,68,21,26,24.1,99.27,-16,1
-6.8,-12.2,65,21,19,24.1,99.36,-14,1
-5.2,-11.6,61,21,22,24.1,99.44,-12,1
-3.8,-8.8,68,21,28,24.1,99.47,-11,1
-2.7,-6,78,22,22,24.1,99.47,-9,1
-7,-9.6,82,24,13,24.1,99.6,-13,1
-4.2,-8.3,73,36,4,24.1,99.27,-6,1
-4.3,-8.6,72,1,4,24.1,99.27,-6,1
-1.1,-5.2,74,3,15,24.1,98.28,-6,1
-4.2,-6.6,83,28,7,24.1,99.81,-7,1
-3.7,-6,84,26,11,24.1,99.85,-8,1
-2.9,-5.9,80,26,15,24.1,99.9,-8,1
-1.4,-5.3,75,26,15,24.1,99.92,-6,1
0,-4.8,70,26,9,24.1,99.9,-3,1
-3.5,-6.7,78,5,7,24.1,100.48,-6,1
-0.7,-2.8,86,14,4,24.1,99.55,-2,1
-0.1,-2.4,84,17,4,24.1,100.68,-1,1
-0.7,-2.4,88,21,9,24.1,100.67,-4,1
-1.2,-2.7,90,21,9,24.1,100.63,-4,1
-1,-3.3,84,22,11,24.1,100.62,-5,1
-1.9,-3,92,21,6,24.1,100.61,-4,1
-1.8,-3.1,91,24,15,24.1,101.08,-7,1
-2,-3.3,91,22,15,24.1,101.03,-7,1
-2,-3.3,91,21,19,24.1,100.99,-8,1
-2.1,-3.5,90,21,19,24.1,100.97,-8,1
-4.7,-6.2,89,20,9,24.1,101.1,-9,1
-3.5,-4.8,91,19,17,24.1,101.16,-9,1
-1.3,-4.2,81,19,19,24.1,101.18,-7,1
-1.3,-4.2,81,22,17,24.1,101.17,-6,1
-5.2,-11.2,63,30,46,24.1,101.77,-15,1
-5,-8.9,74,28,33,24.1,101.92,-13,1
-4.5,-9.8,66,28,37,24.1,101.96,-13,1
-3.8,-6.7,80,29,28,24.1,101.99,-11,1
-2.5,-5.1,82,27,28,24.1,102,-10,1
0,-2.6,83,4,6,24.1,102.05,-2,1
-1.7,-1.7,100,23,14,3.2,100.58,-6,2
-0.8,-0.8,100,9,14,3.2,101.12,-5,2
-1.4,-1.4,100,12,14,1.2,101.11,-6,2
-5.5,-6.5,93,27,7,24.1,99.36,-9,3
-4.3,-8.8,71,22,19,24.1,100.13,-10,1
-3,-8.8,64,23,30,24.1,100.18,-10,1
-1.3,-7.1,65,24,20,24.1,100.23,-7,1
-5.3,-9.3,73,16,6,24.1,100.47,-8,1
-4.2,-8.3,73,20,6,24.1,100.47,-7,1
-4.3,-8,75,21,9,24.1,100.44,-8,1
-4.5,-7.6,79,21,6,24.1,100.44,-7,1
-2.2,-3.3,92,21,9,24.1,100.6,-6,1
-2,-3.6,89,20,9,24.1,100.58,-5,1
-1,-1.1,99,2,28,1.6,99.34,-8,2
-0.8,-0.9,99,1,26,4,99.26,-7,2
-0.2,-2.3,86,27,24,24.1,101.64,-6,1
-1.7,-4.1,84,28,13,24.1,101.89,-6,1
-1.9,-2.4,96,28,15,24.1,101.97,-7,1
-1,-3.6,82,28,19,24.1,102.04,-6,1
-0.5,-2.4,87,31,17,24.1,102.07,-5,1
0,-1,93,1,7,24.1,101.65,-2,1
-0.7,-5,73,1,7,24.1,101.72,-3,1
-1.6,-5.8,73,16,9,24.1,101.73,-5,1
-2.3,-5.8,77,13,7,24.1,101.71,-5,1
-2.7,-5.7,80,18,13,24.1,101.74,-7,1
-3.6,-5.5,87,20,6,24.1,101.73,-6,1
-4.4,-6.8,83,20,7,24.1,101.77,-8,1
-1.9,-2.7,94,19,6,24.1,101.45,-4,1
-2.4,-3.3,94,13,9,24.1,101.5,-6,1
-2.5,-3.9,90,16,11,24.1,101.56,-7,1
-3.5,-4.5,93,20,13,24.1,101.61,-8,1
-3.9,-5,92,17,9,24.1,101.66,-8,1
-4.9,-6.1,91,17,9,24.1,101.69,-9,1
-6,-7.4,90,18,7,24.1,101.71,-9,1
-7,-8.6,88,19,9,24.1,101.8,-11,1
-4.9,-6.1,91,18,7,24.1,101.89,-8,1
-3.2,-4.5,91,20,4,24.1,101.91,-5,1
-1.7,-3.3,89,21,9,24.1,101.9,-5,1
-0.3,-0.8,96,35,30,2.8,100.93,-7,2
-0.2,-1,94,35,32,6.4,100.88,-7,2
-3.4,-6.5,79,36,20,24.1,101.21,-10,1
-4.2,-7.2,80,36,17,24.1,101.27,-10,1
-4.6,-7.7,79,36,11,24.1,101.27,-9,1
-6.5,-8.3,87,15,7,24.1,101.29,-10,1
-7.3,-9.3,86,17,6,24.1,101.27,-10,1
-7.7,-9.4,88,16,7,24.1,101.23,-11,1
-7.8,-9.5,88,15,7,24.1,101.22,-11,1
-7.6,-9.6,86,18,11,24.1,101.19,-13,1
-6.1,-8.2,85,20,17,24.1,101.2,-12,1
-5.5,-7.8,84,21,13,24.1,101.2,-11,1
0,-0.7,95,22,9,24.1,101.19,-3,1
-0.5,-1.6,92,27,28,24.1,101.18,-7,1
-0.3,-3,82,10,13,24.1,101.91,-4,1
-2.5,-6.7,73,30,9,24.1,101.25,-6,1
-2.5,-8.8,62,28,19,24.1,101.24,-8,1
-2.6,-9,61,28,19,24.1,101.25,-8,1
-2.5,-5.1,82,29,19,24.1,101.24,-8,1
-2.5,-8.5,63,29,19,24.1,101.27,-8,1
-1.9,-7.6,65,29,19,24.1,101.3,-7,1
-1,-7,64,29,19,24.1,101.32,-6,1
-2,-3.1,92,19,6,24.1,100.91,-4,1
-2.1,-3.2,92,22,9,24.1,100.89,-6,1
-2,-2.8,94,21,7,24.1,100.88,-5,1
-1.2,-2.4,92,19,13,24.1,100.89,-5,1
0,-2,86,20,15,24.1,100.87,-4,1
-0.9,-0.9,100,9,17,1.2,102.66,-6,2
-0.9,-0.9,100,9,17,1.2,102.66,-6,2
-0.9,-0.9,100,10,19,1.2,102.66,-6,2
-1.2,-1.2,100,9,14,1.2,102.7,-6,2
-1.1,-1.1,100,9,14,1.2,102.69,-6,2
-0.6,-0.7,99,10,14,4,102.67,-5,2
-1.9,-3.6,88,11,13,24.1,101.63,-6,1
-0.4,-0.4,100,2,7,0,102.84,-3,2
-0.4,-0.4,100,2,7,0,102.84,-3,2
0,-0.5,96,20,7,24.1,102.5,-2,1
0,-0.5,96,19,7,24.1,102.47,-2,1
-0.4,-0.7,98,19,7,24.1,102.47,-3,1
0,-1.8,88,18,7,24.1,100.33,-2,1
-0.2,-1.8,89,12,7,3.2,101.52,-3,2
-0.1,-2.4,84,18,7,24.1,101.8,-3,1
-0.7,-2.6,87,17,7,24.1,101.83,-3,1
-0.6,-2.2,89,20,7,24.1,101.87,-3,1
-0.5,-1.8,91,18,7,24.1,101.37,-3,1
-0.7,-2.1,90,18,6,24.1,101.37,-3,1
-0.3,-1.3,93,19,11,24.1,101.41,-4,1
-0.8,-1.9,92,20,6,2.4,102.27,-3,2
